,buildingId,lotId,price,rentalMarketingSubType,minBeds,minBaths,minArea,imgSrc,hasImage,plid,isFeaturedListing,isShowcaseListing,unitCount,isHomeRec,buildingName,isBuilding,address,badgeInfo,statusType,statusText,listingType,isFavorite,detailUrl,has3DModel,hasAdditionalAttributions,canSaveBuilding,timeOnZillow,latLong.latitude,latLong.longitude,zpid,priceLabel,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,visited,shouldShowZestimateAsPrice,pgapt,sgapt,hasVideo,isNewYorkState,brokerName,availabilityDate,variableData.type,variableData.text,variableData.data.isFresh,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.unit,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.openHouse,hdpData.homeInfo.open_house_info.open_house_showing,variableData,info3String,communityName,style,isCdpResult,streetViewMetadataURL,streetViewURL,hdpData.homeInfo.listing_sub_type.is_FSBO
136,40.763153--73.96583,1001526412.0,"From $1,350,000",unknown,1.0,2.0,1000.0,https://photos.zillowstatic.com/fp/d4bafb06b6e3f3360522c66e5e05f7b7-p_e.jpg,True,1683379,False,False,9.0,False,,True,"167 E 61st St, New York, NY",,FOR_SALE,For Rent,,False,/b/167-e-61st-st-new-york-ny-5XjqsX/,False,False,False,200297657,40.763153,-73.96583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,40.761925--73.970055,195268.0,"From $650,000",unknown,1.0,1.0,,https://photos.zillowstatic.com/fp/cc71928de442ef8f36ae463b6dd675b7-p_e.jpg,True,1683377,False,False,3.0,False,,True,"475 Park Ave, New York, NY",,FOR_SALE,For Rent,,False,/b/475-park-ave-new-york-ny-3fL5/,False,False,False,202877657,40.761925,-73.970055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,40.779057--73.951866,383110.0,"From $775,000",unknown,2.0,1.0,950.0,https://photos.zillowstatic.com/fp/647198e2efa813120874f87f74a3682b-p_e.jpg,True,1683367,False,False,3.0,False,The Plymouth House,True,"235 E 87th St, New York, NY",,FOR_SALE,The Plymouth House,,False,/b/the-plymouth-house-new-york-ny-5GYZ/,False,False,False,218237657,40.779057,-73.951866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,40.754814--73.969734,1001525574.0,"From $390,000",unknown,1.0,1.0,605.0,https://photos.zillowstatic.com/fp/a60055cee20d52cc5bb10523d9eae5e1-p_e.jpg,True,1683366,False,False,4.0,False,,True,"235 E 49th St, New York, NY",,FOR_SALE,For Rent,,False,/b/235-e-49th-st-new-york-ny-5XjqWR/,False,False,False,218237657,40.754814,-73.969734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,"$1,950,000",unknown,,,,https://photos.zillowstatic.com/fp/0b1b575098bc205bb66096b4f9a1bea5-p_e.jpg,True,,False,False,,False,,,"791 Greenwich St APT 5, New York, NY 10014",,FOR_SALE,Condo for sale,,False,/homedetails/791-Greenwich-St-APT-5-New-York-NY-10014/79495315_zpid/,False,True,,228677657,40.73735,-74.0063,79495315,$1.95M,2.0,2.0,960.0,False,False,False,False,ForSale,For Sale (Broker),False,True,Listing by: Corcoran,,,,,79495315.0,791 Greenwich St APT 5,10014,New York,NY,40.73735,-74.0063,1950000.0,2.0,2.0,960.0,CONDO,FOR_SALE,-1.0,False,False,1559700.0,8750.0,True,False,False,FOR_SALE,1950000.0,True,False,False,USD,USA,,Apt 5,960.0,sqft,False,,,,,,,,,,,
141,40.771885--73.952065,1001531019.0,"From $1,195,000",unknown,1.0,2.0,810.0,https://photos.zillowstatic.com/fp/c61611d89967ffaa48ca8a94ae96d7bb-p_e.jpg,True,1682866,False,False,2.0,False,Arcadia,True,"408 E 79th St, New York, NY",,FOR_SALE,Arcadia,,False,/b/arcadia-new-york-ny-5XjsnY/,False,False,False,235097657,40.771885,-73.952065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,40.747833--73.97113,1001438902.0,"From $245,000",unknown,0.0,1.0,260.0,https://photos.zillowstatic.com/fp/547feed7214fdb9f4584f7dc6fc86f4a-p_e.jpg,True,1683344,False,False,4.0,False,Windsor Tower,True,"5 Tudor City Pl, New York, NY",,FOR_SALE,Windsor Tower,,False,/b/5-tudor-city-pl-new-york-ny-5Xj6Qc/,False,False,False,246677657,40.747833,-73.97113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,40.81537--73.938484,32197.0,"From $325,000",unknown,0.0,1.0,317.0,https://photos.zillowstatic.com/fp/29838220c9736e68dd55f247d009e8ee-p_e.jpg,True,1683330,False,False,2.0,False,Saint Ann Court,True,"48 W 138th St, New York, NY",,FOR_SALE,Saint Ann Court,,False,/b/48-w-138th-st-new-york-ny-2HQ6/,False,False,False,290297657,40.81537,-73.938484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,40.778458--73.98656,19701.0,"From $639,000",unknown,0.0,1.0,,https://photos.zillowstatic.com/fp/7d23ecb3bb77309edcd2761abe28bf67-p_e.jpg,True,1683338,False,False,4.0,False,Lincoln Towers,True,"205 W End Ave, New York, NY",,FOR_SALE,Lincoln Towers,,False,/b/lincoln-towers-new-york-ny-2BD5/,False,False,False,290297657,40.778458,-73.98656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,40.7563--73.9823,21891.0,"From $1,150,000",unknown,0.0,1.0,540.0,https://photos.zillowstatic.com/fp/3832f1a38080d999f0d7418b8dbfd2d0-p_e.jpg,True,1683320,False,False,8.0,False,Cassa Hotel and Residences,True,"70 W 45th St, New York, NY",,FOR_SALE,Cassa Hotel and Residences,,False,/apartments/new-york-ny/70-w-45th-st/2C7m/,False,False,False,293957657,40.7563,-73.9823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,40.779007--73.98605,19706.0,"From $600,000",unknown,0.0,1.0,1250.0,https://photos.zillowstatic.com/fp/0147fe9c6bce2ff9586f7a2b862360bc-p_e.jpg,True,1682820,False,False,3.0,False,Presidental Towers,True,"315 W 70th St, New York, NY",,FOR_SALE,Presidental Towers,,False,/b/presidental-towers-new-york-ny-2BDB/,False,False,False,299897657,40.779007,-73.98605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,"$2,295,000",unknown,,,,https://photos.zillowstatic.com/fp/18db7b855d164a52617847e1d552c988-p_e.jpg,True,,False,False,,False,,,"22 Riverside Dr #8B, New York, NY 10023",,FOR_SALE,Condo for sale,,False,/homedetails/22-Riverside-Dr-8B-New-York-NY-10023/80006983_zpid/,False,True,,309497657,40.78189,-73.9848,80006983,$2.30M,2.0,2.0,1140.0,False,False,False,False,ForSale,For Sale (Broker),False,True,Listing by: Corcoran,,,,,80006983.0,22 Riverside Dr #8B,10023,New York,NY,40.78189,-73.9848,2295000.0,2.0,2.0,1140.0,CONDO,FOR_SALE,-1.0,False,False,2233300.0,4500.0,True,False,False,FOR_SALE,2295000.0,True,False,False,USD,USA,371326.0,# 8B,2313.0,sqft,False,,,,,,,,,,,
148,40.7372--73.9808,2171423678.0,"From $529,000",unknown,1.0,1.0,,https://photos.zillowstatic.com/fp/a5114190ba1c5ae4d036c4559813c23a-p_e.jpg,True,1683312,False,False,3.0,False,Gramercy East,True,"301 E 22nd St, New York, NY",,FOR_SALE,Gramercy East,,False,/b/gramercy-east-new-york-ny-9gfp3x/,False,False,False,313817657,40.7372,-73.9808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,"$1,300,000",unknown,,,,https://photos.zillowstatic.com/fp/3de34110705a4bd563f87e09558afa47-p_e.jpg,True,,False,False,,False,,,"425 W 24th St #3GF, New York, NY 10011",,FOR_SALE,Condo for sale,,False,/homedetails/425-W-24th-St-3GF-New-York-NY-10011/2060251316_zpid/,False,True,,315017657,40.7477,-74.002,2060251316,$1.30M,2.0,2.0,1000.0,False,False,False,False,ForSale,For Sale (Broker),False,True,Listing by: Compass,,OPEN_HOUSE,Open: Sun. 2-3pm,,2060251316.0,425 W 24th St #3GF,10011,New York,NY,40.7477,-74.002,1300000.0,2.0,2.0,1000.0,CONDO,FOR_SALE,-1.0,False,False,1290800.0,8000.0,True,False,False,FOR_SALE,1300000.0,True,False,False,USD,USA,,# 3GF,,,False,True,Sun. 2-3pm,"[{'open_house_start': 1696798800000, 'open_house_end': 1696802400000}]",,,,,,,,
150,40.741096--74.00512,818818.0,"From $539,000",unknown,0.0,1.0,510.0,https://photos.zillowstatic.com/fp/45d999cdd61e10c2c4901c5a98ad4d17-p_e.jpg,True,1683185,False,False,7.0,False,The Portsmouth,True,"42 W 9th St, New York, NY",,FOR_SALE,The Portsmouth,,False,/b/the-portsmouth-new-york-ny-8y3Z/,False,False,False,322697657,40.741096,-74.00512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,40.779915--73.983986,1001498078.0,"From $450,000",unknown,1.0,1.0,620.0,https://photos.zillowstatic.com/fp/58c9b2a359417685b2d2f9748d0a9785-p_e.jpg,True,1683308,False,False,5.0,False,,True,"269 W 72nd St, New York, NY",,FOR_SALE,For Rent,,False,/b/269-w-72nd-st-new-york-ny-5Xjb5J/,False,False,False,325877657,40.779915,-73.983986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,40.812515--73.958694,1001493817.0,"From $450,000",unknown,1.0,1.0,757.0,https://photos.zillowstatic.com/fp/0a96d797d6e308293db492a9d6267aea-p_e.jpg,True,1683302,False,False,3.0,False,,True,"80 La Salle St, New York, NY",,FOR_SALE,For Rent,,False,/b/70-la-salle-st-new-york-ny-5XjYJL/,False,False,False,363077657,40.812515,-73.958694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,"$849,999",unknown,,,,https://photos.zillowstatic.com/fp/df65cd164c9f924468482a33a994fbb7-p_e.jpg,True,,False,False,,False,,,"320 Central Park W UNIT 3N, New York, NY 10025",,FOR_SALE,Condo for sale,,False,/homedetails/320-Central-Park-W-UNIT-3N-New-York-NY-10025/244728288_zpid/,False,True,,368357657,40.789154,-73.96727,244728288,$850K,1.0,1.0,750.0,False,False,False,False,ForSale,For Sale (Broker),False,True,Listing by: Coldwell Banker Signature Properties,,,,,244728288.0,320 Central Park W UNIT 3N,10025,New York,NY,40.789154,-73.96727,849999.0,1.0,1.0,750.0,CONDO,FOR_SALE,-1.0,False,False,,3949.0,True,False,False,FOR_SALE,849999.0,True,False,False,USD,USA,76116000.0,Unit 3N,,,False,,,,,,,,,,,
154,40.76032--73.96671,23055.0,"From $2,900,000",unknown,2.0,3.0,1555.0,https://photos.zillowstatic.com/fp/81d19d50dda39f9689dabb6681dc0f74-p_e.jpg,True,1683342,False,False,6.0,False,Place 57,True,"207 E 57th St, New York, NY",,FOR_SALE,Place 57,,False,/b/place-57-new-york-ny-2CbW/,False,False,False,372137657,40.76032,-73.96671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,40.753662--73.99767,1001433869.0,"From $425,000",unknown,0.0,1.0,400.0,https://photos.zillowstatic.com/fp/47fa0ec6769a0666c6d565d65740d2ca-p_e.jpg,True,1683326,False,False,3.0,False,,True,"430 W 34th St, New York, NY",,FOR_SALE,For Rent,,False,/b/430-w-34th-st-new-york-ny-5Xj4Kv/,False,False,False,372137657,40.753662,-73.99767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,40.763435--73.958206,1001498250.0,"From $950,000",unknown,1.0,1.0,880.0,https://photos.zillowstatic.com/fp/0fc0d96cc382e2de84937c67fd9b9dc3-p_e.jpg,True,1683280,False,False,3.0,False,,True,"404 E 66th St, New York, NY",,FOR_SALE,For Rent,,False,/b/404-e-66th-st-new-york-ny-5Xjb8p/,False,False,False,372617657,40.763435,-73.958206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,40.755123--73.96427,1001527252.0,"From $500,000",unknown,1.0,1.0,800.0,https://photos.zillowstatic.com/fp/cb78bb2c662bccb5187cfda82c8dc7eb-p_e.jpg,True,1683283,False,False,11.0,False,The Sutton House,True,"415 E 52nd St, New York, NY",,FOR_SALE,The Sutton House,,False,/b/the-sutton-house-new-york-ny-5XjrDg/,False,False,False,373877657,40.755123,-73.96427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,"$1,250,000",unknown,,,,https://photos.zillowstatic.com/fp/be22a0caa8f2b2ff0e57dea352ff626d-p_e.jpg,True,,False,False,,False,,,"11 Charlton St APT 3B, New York, NY 10014",,FOR_SALE,Condo for sale,,False,/homedetails/11-Charlton-St-APT-3B-New-York-NY-10014/119918973_zpid/,False,True,,373877657,40.727215,-74.00377,119918973,$1.25M,1.0,1.0,,False,False,False,False,ForSale,For Sale (Broker),False,True,Listing by: Corcoran,,,,,119918973.0,11 Charlton St APT 3B,10014,New York,NY,40.727215,-74.00377,1250000.0,1.0,1.0,,CONDO,FOR_SALE,-1.0,False,False,1241300.0,7750.0,True,False,False,FOR_SALE,1250000.0,True,False,False,USD,USA,,Apt 3B,,,False,,,,,,,,,,,
159,,,"$1,950,000",unknown,,,,https://photos.zillowstatic.com/fp/b82eeffde251728402c18bf72e9498a1-p_e.jpg,True,,False,False,,False,,,"415 E 52nd St #6BCB, New York, NY 10022",,FOR_SALE,Condo for sale,,False,/homedetails/415-E-52nd-St-6BCB-New-York-NY-10022/2055224702_zpid/,False,True,,373877657,40.7551,-73.9642,2055224702,$1.95M,4.0,3.0,2400.0,False,False,False,False,ForSale,For Sale (Broker),False,True,Listing by: Stephen P. Wald,,,,,2055224702.0,415 E 52nd St #6BCB,10022,New York,NY,40.7551,-73.9642,1950000.0,3.0,4.0,2400.0,CONDO,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,1950000.0,True,False,False,USD,USA,,# 6BCB,,,False,,,,,,,,,,,
160,40.7115--74.007,2008695059.0,"From $1,825,000",unknown,1.0,2.0,934.0,https://photos.zillowstatic.com/fp/bec4b3be4fa860bdae4d3ea6ce8e204c-p_e.jpg,True,1678722,False,False,6.0,False,No. 33 Park Row,True,"33 Park Row, New York, NY",,FOR_SALE,No. 33 Park Row,,False,/b/no.-33-park-row-new-york-ny-97Rcgj/,False,False,False,377477657,40.7115,-74.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,40.76819--73.95009,306326.0,"From $998,000",unknown,1.0,1.0,680.0,https://photos.zillowstatic.com/fp/809a6ecaafba359ca5adb5108d0f6241-p_e.jpg,True,1683272,False,False,2.0,False,The Promenade,True,"530 E 76th St, New York, NY",,FOR_SALE,The Promenade,,False,/b/530-e-76th-st-new-york-ny-4bZY/,False,False,False,377897657,40.76819,-73.95009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,"$1,950,000",unknown,,,,https://photos.zillowstatic.com/fp/466922a9544ac06ad7d667174dd015ce-p_e.jpg,True,,False,False,,False,,,"2117 5th Avenue, New York, NY 10035",,FOR_SALE,Multi-family home for sale,,False,/homedetails/2117-5th-Ave-New-York-NY-10035/2083565774_zpid/,False,True,,378437658,40.80921,-73.940285,2083565774,$1.95M,,0.0,5316.0,False,False,False,False,ForSale,For Sale (Broker),False,True,"Listing by: Corcoran MH, LLC",,,,,2083565774.0,2117 5th Avenue,10035,New York,NY,40.80921,-73.940285,1950000.0,0.0,,5316.0,MULTI_FAMILY,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,1950000.0,True,False,False,USD,USA,,,,,False,,,,,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,,,,,
163,40.710217--74.00807,1001524582.0,"From $2,500,000",unknown,2.0,2.0,1900.0,https://photos.zillowstatic.com/fp/a8802e528b81d28c2484ad4e804ab534-p_e.jpg,True,1683262,False,False,2.0,False,,True,"130 Fulton St, New York, NY",,FOR_SALE,For Rent,,False,/b/130-fulton-st-new-york-ny-5Xjq7C/,False,False,False,378677658,40.710217,-74.00807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,"$449,000",unknown,,,,https://photos.zillowstatic.com/fp/2ab8ed93bbb037aa1c841f17f929b3e6-p_e.jpg,True,,False,False,,False,,,"522 W 50th St APT A4, New York, NY 10019",,FOR_SALE,Condo for sale,,False,/homedetails/522-W-50th-St-APT-A4-New-York-NY-10019/92961844_zpid/,False,True,,378677658,40.764793,-73.99241,92961844,$449K,1.0,1.0,450.0,False,False,False,False,ForSale,For Sale (Broker),False,True,Listing by: Compass,,,,,92961844.0,522 W 50th St APT A4,10019,New York,NY,40.764793,-73.99241,449000.0,1.0,1.0,450.0,CONDO,FOR_SALE,-1.0,False,False,447500.0,3399.0,True,False,False,FOR_SALE,449000.0,True,False,False,USD,USA,,Apt A4,,,False,,,,,,,,,,,
165,40.79629--73.949036,287281.0,"From $1,896,000",unknown,2.0,2.0,1440.0,https://photos.zillowstatic.com/fp/cb3434ccf757b6e89cbaa5ca6214a3d8-p_e.jpg,True,1683259,False,False,9.0,False,One Museum Mile,True,"1280 5th Ave, New York, NY",,FOR_SALE,One Museum Mile,,False,/b/one-museum-mile-new-york-ny-4Rdt/,False,False,False,378677658,40.79629,-73.949036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,40.7803--73.9869,19695.0,"From $990,000",unknown,1.0,1.0,791.0,https://photos.zillowstatic.com/fp/a8b5b5fa83a6ff86d8dbc14d1b908c1c-p_e.jpg,True,1683261,False,False,3.0,False,The Heritage,True,"240 Riverside Blvd, New York, NY",,FOR_SALE,The Heritage,,False,/b/the-heritage-new-york-ny-2BCx/,False,False,False,378677658,40.7803,-73.9869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,"$519,900",unknown,,,,https://photos.zillowstatic.com/fp/184c76642369fea3b850cfbacfce0733-p_e.jpg,True,,False,False,,False,,,"2141 2nd Ave #5C, New York, NY 10029",,FOR_SALE,Condo for sale,,False,/homedetails/2141-2nd-Ave-5C-New-York-NY-10029/31546574_zpid/,False,True,,382277658,40.7934,-73.94076,31546574,$520K,1.0,1.0,550.0,False,False,False,False,ForSale,For Sale (Broker),False,True,Listing by: Manhattan Network Inc.,,,,,31546574.0,2141 2nd Ave #5C,10029,New York,NY,40.7934,-73.94076,519900.0,1.0,1.0,550.0,CONDO,FOR_SALE,-1.0,False,False,503600.0,2808.0,True,False,False,FOR_SALE,519900.0,True,False,False,USD,USA,101367.0,# 5C,435.0,sqft,False,,,,,,,,,,,
168,,,"$680,000",unknown,,,,https://photos.zillowstatic.com/fp/59a128037233f5d24a2dc6efd2dc8dab-p_e.jpg,True,,False,False,,False,,,"165 E 72nd St APT 15N, New York, NY 10021",,FOR_SALE,Condo for sale,,False,/homedetails/165-E-72nd-St-APT-15N-New-York-NY-10021/2055226639_zpid/,False,True,,382277658,40.770008,-73.96082,2055226639,$680K,0.0,1.0,550.0,False,False,False,False,ForSale,For Sale (Broker),False,True,Listing by: Douglas Elliman,,,,,2055226639.0,165 E 72nd St APT 15N,10021,New York,NY,40.770008,-73.96082,680000.0,1.0,0.0,550.0,CONDO,FOR_SALE,-1.0,False,False,,,True,False,False,FOR_SALE,680000.0,True,False,False,USD,USA,,Apt 15N,,,False,,,,,,,,,,,
169,40.8569--73.936356,42677.0,"From $585,000",unknown,1.0,1.0,750.0,https://photos.zillowstatic.com/fp/c76c8d2c0a99cc0516336828447e7b6d-p_e.jpg,True,1683133,False,False,2.0,False,,True,"900 W 190th St, New York, NY",,FOR_SALE,For Rent,,False,/b/900-w-190th-st-new-york-ny-2Mmy/,False,False,False,383357658,40.8569,-73.936356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,"$4,795,000",unknown,,,,https://photos.zillowstatic.com/fp/a5d03abd02aa24ca5ebb672b614c3475-p_e.jpg,True,,False,False,,False,,,"17 E 89th St #8C, New York, NY 10128",,FOR_SALE,Condo for sale,,False,/homedetails/17-E-89th-St-8C-New-York-NY-10128/219693876_zpid/,False,True,,383357658,40.78302,-73.9577,219693876,$4.80M,3.0,3.0,2437.0,False,False,False,False,ForSale,For Sale (Broker),False,True,Listing by: Sotheby's International Realty,,,,,219693876.0,17 E 89th St #8C,10128,New York,NY,40.78302,-73.9577,4795000.0,3.0,3.0,2437.0,CONDO,FOR_SALE,-1.0,False,False,4746700.0,16694.0,True,False,False,FOR_SALE,4795000.0,True,False,False,USD,USA,,# 8C,,,False,,,,,,,,,,,
171,40.75558--73.96139,211103.0,"From $640,000",unknown,1.0,2.0,1100.0,https://photos.zillowstatic.com/fp/2112a61f4f694445d1837df49aac7a81-p_e.jpg,True,1681706,False,False,10.0,False,,True,"45 Sutton Pl S, New York, NY",,FOR_SALE,For Rent,,False,/b/45-sutton-pl-s-new-york-ny-3nwF/,False,False,False,383357658,40.75558,-73.96139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,40.7524--73.9658,161152.0,"From $2,100,000",unknown,3.0,4.0,3675.0,https://photos.zillowstatic.com/fp/f163fd7fcc2e8ed3d3f6bf610da4a136-p_e.jpg,True,1683252,False,False,4.0,False,860 United Nations Plaza,True,"860 United Nations Plz, New York, NY",,FOR_SALE,860 United Nations Plaza,,False,/b/860-united-nations-plaza-new-york-ny-3N7q/,False,False,False,383357658,40.7524,-73.9658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,40.76946--73.96446,24841.0,"From $1,380,000",unknown,1.0,1.0,800.0,https://photos.zillowstatic.com/fp/8a961eab76220fb44e23e7b966efe1cd-p_e.jpg,True,1683241,False,False,5.0,False,,True,"715 Park Ave, New York, NY",,FOR_SALE,For Rent,,False,/b/715-park-ave-new-york-ny-2DLy/,False,False,False,384677658,40.76946,-73.96446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,40.749523--73.97677,532846.0,"From $375,000",unknown,0.0,1.0,850.0,https://photos.zillowstatic.com/fp/c81c3bafe172428ba3d18639dc9ba6b7-p_e.jpg,True,1683221,False,False,4.0,False,,True,"135 E 39th St, New York, NY",,FOR_SALE,For Rent,,False,/b/135-e-39th-st-new-york-ny-6WwQ/,False,False,False,384677658,40.749523,-73.97677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,40.7102--73.9893,2204779234.0,"From $1,230,000",unknown,1.0,1.0,688.0,https://photos.zillowstatic.com/fp/42a4705ff2fdbbd4c162e18672b1d5cc-p_e.jpg,True,1683251,False,False,20.0,False,One Manhattan Square,True,"252 South St, New York, NY",,FOR_SALE,One Manhattan Square,,False,/b/252-south-st-new-york-ny-9pSKPZ/,True,False,False,384677658,40.7102,-73.9893,,,,,,,,,,,,,,,,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,40.74475--73.99455,12961.0,"From $1,399,000",unknown,0.0,1.0,1020.0,https://photos.zillowstatic.com/fp/d53c38b56156bc6697bb95d2f6251ca4-p_e.jpg,True,1683235,False,False,4.0,False,Carriage House Chelsea,True,"159 W 24th St, New York, NY",,FOR_SALE,Carriage House Chelsea,,False,/b/carriage-house-chelsea-new-york-ny-27PW/,False,False,False,385817658,40.74475,-73.99455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,40.777992--73.979416,1001525984.0,"From $449,000",unknown,0.0,1.0,650.0,https://photos.zillowstatic.com/fp/bf18ce4d9221c15383013a1176339ebd-p_e.jpg,True,1683230,False,False,3.0,False,,True,"121 W 72nd St, New York, NY",,FOR_SALE,For Rent,,False,/b/121-w-72nd-st-new-york-ny-5Xjqgp/,False,False,False,386957658,40.777992,-73.979416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,40.74773--73.981285,750206.0,"From $545,000",unknown,1.0,1.0,820.0,https://photos.zillowstatic.com/fp/b323768830d814d0fa99315682379456-p_e.jpg,True,1683228,False,False,5.0,False,,True,"16 Park Ave, New York, NY",,FOR_SALE,For Rent,,False,/b/16-park-ave-new-york-ny-8NSL/,False,False,False,386957658,40.74773,-73.981285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,40.74544--74.00148,274569.0,"From $925,000",unknown,0.0,1.0,,https://photos.zillowstatic.com/fp/243b2bef4276769b2ee96116f6551844-p_e.jpg,True,1683148,False,False,3.0,False,London Towne House,True,"360 W 22nd St, New York, NY",,FOR_SALE,London Towne House,,False,/b/london-towne-house-new-york-ny-4LMS/,False,False,False,386957658,40.74544,-74.00148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
